trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",25,16,4.659645451146066,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",35,15,22.607583369887866,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,11,-34.107900757737255,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",20,0,-16.336944808220252,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
185,False,"{'a': 0.01, 'e': 0.1572371663136276}",20,6,15.374761336449394,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.1556726303679973}",20,14,-37.42752460650162,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
187,False,"{'a': 0.01, 'e': 0.1541236618151314}",20,0,11.670376009381025,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
188,False,"{'a': 0.01, 'e': 0.15259010575688386}",20,7,-30.11185987969842,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.01, 'e': 0.15107180883637084}",20,9,19.235535264003815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.14956861922263504}",30,19,6.121504718390291,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14808038659546244}",30,11,33.66059193023046,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14660696213035015}",25,7,-8.734955410314768,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.01, 'e': 0.14514819848362373}",30,7,40.67294106004784,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.14370394977770293}",30,13,30.94594284491955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.1422740715865136}",20,8,9.820660977515155,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.140858420921045}",25,20,9.032562454789467,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,12,-15.06393795692201,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13806923731089282}",25,14,-4.751294000321528,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13669542544552385}",25,17,14.508952923477837,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.1353352832366127}",30,13,24.564086694695796,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.13398867466880493}",25,20,7.404211754046796,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.13265546508012172}",20,8,9.720797309723599,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13133552114849303}",20,9,21.742192333032023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.1300287108784259}",20,9,20.553401002824703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.12873490358780423}",25,17,17.699241469287188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12745396989482075}",30,15,26.178944906552463,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12618578170503877}",20,16,8.404076060434814,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12493021219858241}",20,8,19.032278174578245,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12368713581745483}",25,13,24.110726351008843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.1224564282529819}",30,22,15.773231741873161,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.12123796643338168}",30,12,31.599273104424586,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.12003162851145673}",25,0,9.657132749846435,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
213,False,"{'a': 0.01, 'e': 0.11883729385240965}",30,14,-1.826655578298154,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11765484302177918}",25,11,19.874566637837866,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11648415777349697}",25,0,16.626068038351306,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
216,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,3,17.345844572087152,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.1141776169108365}",20,10,18.413215886501924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11304153064044985}",30,5,19.695443466622564,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11191674861732888}",20,13,11.916876419570926,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,13,12.455965463109013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10970064851551141}",25,10,27.173879052234334,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,6,-5.501672783050773,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,10,19.058767879534724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.1064585043792528}",20,9,20.38046976828311,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.10539922456186433}",25,15,17.942807001827347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.104350484754765}",20,8,-30.962556501443466,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
227,False,"{'a': 0.01, 'e': 0.1033121800831002}",25,15,15.098635516908507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.10228420671553744}",20,6,-18.368017518062278,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.01, 'e': 0.1012664618538834}",20,15,10.250729879002938,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.1002588437228037}",20,16,10.563159615511307,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.09926125155964566}",35,24,4.976795273053627,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,2,27.91819680859291,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09729574708953276}",25,13,-4.582671161102612,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09632763823049303}",20,13,11.963067037270811,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09536916221554961}",20,13,2.050407234110203,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09442022319630235}",25,13,12.686526468743747,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09348072627805847}",30,21,9.943707968826697,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09255057751034329}",20,16,6.235554448083199,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.09162968387750484}",25,11,15.043662707271453,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.09071795328941251}",20,11,16.404946995925755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.08981529457224763}",25,14,-15.010259674358725,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08892161745938634}",20,10,-22.969539375960835,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.01, 'e': 0.08803683258237255}",25,16,3.600504568283024,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.0871608514619813}",25,11,12.903318489271765,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0862935864993705}",20,13,13.207767578942606,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.08543495096732123}",20,10,15.165801963167095,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08458485900156469}",25,17,12.078224688566166,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08374322559219596}",25,0,38.444703067404745,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.01, 'e': 0.08290996657517266}",20,7,24.017684972096145,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.0820849986238988}",25,11,29.847687125763706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.08126823924089167}",35,20,15.928056689754076,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08045960674953244}",25,5,30.74395459969955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.07965902028589801}",35,9,25.776734573140757,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07886639979067495}",20,12,6.528359143471641,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07808166600115313}",25,13,20.44662127686229,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07730474044329974}",20,16,8.11109705586373,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07653554542391151}",25,0,7.660368272880531,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
258,False,"{'a': 0.01, 'e': 0.07577400402284548}",30,19,20.71665287100997,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07502004008532698}",25,17,15.830477614570075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07427357821433388}",35,0,29.331266632614685,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
261,False,"{'a': 0.01, 'e': 0.0735345437630571}",25,14,19.379688297409015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.07280286282743559}",20,6,23.10376850705793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0720784622387661}",20,8,20.753088040342494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.07136126955638605}",25,11,25.325962798371865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.0706512130604296}",20,13,13.164185955705646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.06994822174465536}",20,12,17.326074853724123,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.069252225309346}",20,13,12.533611288750581,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.06856315415427791}",25,2,41.56019294945533,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06788093937176144}",25,8,29.78210664953327,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06720551273974976}",25,13,18.280405892412702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06653680671501686}",20,11,14.700006754700116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06587475442640295}",25,2,31.137252533199266,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06521928966812753}",20,10,12.939604388361936,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06457034689316847}",25,10,25.586441038163827,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06392786120670757}",25,10,29.182755049477645,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.0632917683596407}",25,17,9.135971589217952,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.06266200474215315}",25,6,32.36243043332472,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06203850737735829}",20,14,8.769384537144363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06142121391500013}",20,7,17.361232172297484,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06081006262521795}",20,6,24.162497409114305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.06020499239237354}",30,8,37.650742340428344,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.05960594270893937}",20,12,15.9387488149946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05901285366944784}",20,6,15.331510348111944,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05842566596450083}",20,4,3.8110862473742224,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057844320874838456}",30,16,25.741779493518866,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.05726876026546736}",25,7,29.395094768727947,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.0566989265798469}",25,7,32.483094327895046,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,8,23.267939197731774,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.05557621261148306}",30,24,12.956024042618477,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05502322005640723}",25,16,-6.501661790158106,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05447572986918986}",35,13,28.100742942877183,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05393368730035602}",20,10,10.300580457874283,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.053397038145197084}",25,7,26.581005373532665,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05286572873835037}",20,6,25.86262425662744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05233970594843238}",30,18,11.189444282627008,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05181891717272583}",30,21,17.303911234645124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.05130331033191911}",25,7,20.86222219404161,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.0507928338648985}",20,8,25.66606389683224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.050287436723591865}",25,19,11.490180956009658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.049787068367863944}",20,8,20.60876664782766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,8,22.9579536210317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,11,25.355466902004707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,20,10.224183153554618,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,11.541066404277364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,24,9.682617247243991,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,0,44.792311931848054,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,12,11.21507358603937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,16,5.124175006533051,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,12,35.92250623864718,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,10.676790658375305,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
